         521498010 function calls (521495097 primitive calls) in 566.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    5.108    1.703 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2059(read)
       57    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:555(_get_root)
      242    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       49    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:239(array_values)
       32    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5287(_maybe_cast_indexer)
      206    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\flags.py:51(allows_duplicate_labels)
        3    0.000    0.000    0.007    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:4604(set_index)
       12    0.000    0.000    0.016    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:434(_get_cython_func_and_vals)
       77    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:64(<genexpr>)
       30    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2337(all)
       37    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\ntpath.py:289(expanduser)
       94    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\xml\etree\ElementTree.py:1636(_default)
       47    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
       47    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\abc.py:84(__new__)
       93    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1869(_shape_compat)
       21    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2507(_exclude_implicit_index)
        6    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        6    0.000    0.000    0.036    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:10747(_min_count_stat_function)
       59    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:767(close)
        9    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:291(_check_object_for_strings)
       22    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:130(<listcomp>)
       59    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:718(_get_decompressor)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:180(<setcomp>)
       42    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\distutils\version.py:69(__ge__)
        3    0.000    0.000    0.031    0.010 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:331(reduce)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:6603(groupby)
        3    0.000    0.000    0.035    0.012 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:8777(_reduce)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       57    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5534(_consolidate_inplace)
        3    0.000    0.000    0.017    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:876(group_info)
       11    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:81(close)
       18    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:687(<lambda>)
       77    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\distutils\version.py:302(__init__)
       60    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:569(_get_deprecated_option)
      112    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:179(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:154(_normalise_numbers)
      180    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:84(float_format)
        6    0.000    0.000    0.026    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:1642(sum)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\urllib\parse.py:366(urlparse)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:1654(_format_datetime64)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:1834(_adjust_dates_anchored)
      180    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:88(decimal)
       12    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:75(zeros_like)
       21    0.000    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:152(_data)
       42    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:245(get_values)
       14    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2510(is_bool)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_ranges.py:13(generate_regular_range)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:254(maybe_iterable_to_list)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:689(_consolidate_check)
       21    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\construction.py:405(ensure_wrapped_if_datetimelike)
        6    0.000    0.000    0.025    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:1011(_agg_general)
       23    0.000    0.000    0.330    0.014 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:662(_gen_rows_with_counts)
       55    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\numpy_.py:41(__init__)
      118    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:343(shape)
       21    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:278(__getitem__)
       13    0.000    0.000    0.025    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:8818(blk_func)
        3    0.000    0.000    0.353    0.118 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:7983(resample)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:316(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1699(<listcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:354(_generate_range)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\typing.py:868(__new__)
       28    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\posixpath.py:100(split)
       21    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1615(dtype)
       37    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
       33    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:104(_get_option)
       43    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3075(ndim)
       24    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4472(identical)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:496(sheet_names)
        6    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:846(_map_values)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:216(_shallow_copy)
       48    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:4797(<genexpr>)
       34    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:752(copy)
       23    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:1013(items)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\util\_decorators.py:206(_format_argument_list)
       85    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\utils\indexed_list.py:42(append)
      158    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\serialisable.py:160(__iter__)
       40    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:360(is_sequence)
        3    0.000    0.000    0.004    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:143(_maybe_cache)
       85    0.000    0.000    0.005    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\utils\indexed_list.py:47(add)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:424(_construct_axes_from_arguments)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:291(max)
       36    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\posixpath.py:334(normpath)
       60    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:975(consolidate)
       24    0.000    0.000    0.106    0.004 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:44(_get_size)
       12    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:161(maybe_downcast_to_dtype)
        2    0.000    0.000    0.004    0.002 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:188(_to_array)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numerictypes.py:569(find_common_type)
        3    0.000    0.000    0.008    0.003 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:234(min)
       16    0.000    0.000    0.024    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:377(new_func)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:438(infer_compression)
       87    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexing.py:2350(need_slice)
       60    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:261(fill_value)
        3    0.000    0.000    0.007    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5557(_is_mixed_type)
        6    0.000    0.000    0.012    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4749(argsort)
       45    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\table.py:347(__init__)
        6    0.000    0.000    0.052    0.009 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5796(ensure_index_from_sequences)
       45    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:628(axes)
       12    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:469(_disallow_invalid_ops)
       47    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\xml\etree\ElementTree.py:1544(_setevents)
       37    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:126(_expand_user)
      405    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:29(__set__)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1835(_do_date_conversions)
        4    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\worksheet.py:405(iter_rows)
       44    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:69(__init__)
        3    0.000    0.000    0.011    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:694(_concat)
        6    0.000    0.000    0.009    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:337(result_index)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(all)
        6    0.000    0.000    0.009    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:609(_make_codes)
       23    0.000    0.000    0.003    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:610(_gen_dtypes)
        2    0.000    0.000    1.327    0.664 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_base.py:1041(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2232(count_empty_vals)
      186    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:233(internal_values)
       24    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:10593(any)
       24    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:440(nanany)
       61    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1946(_fpclose)
        6    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:38(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:496(factorize_array)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:839(__getitem__)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:1355(__init__)
        3    0.000    0.000    2.417    0.806 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:267(_convert_listlike_datetimes)
      138    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:253(items)
       40    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:328(_na_ok_dtype)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
